0.893987,0.765957,0.092951,0.728057,0.006111,0.574314,0.633333,UP
0.424671,0.744681,0.085235,0.313746,0.003467,0.422915,0.414912,UP
0.031592,0.595745,0.070914,0.301398,0.003467,0.422915,0.414912,UP
0.468829,0.170213,0.025459,0.145492,0.001676,0.143708,0.553509,DOWN
0.982169,0.191489,0.042512,0.234008,0.002725,0.31797,0.762281,DOWN
0.023096,0.0,0.088958,0.37474,0.003467,0.422915,0.414912,UP
0.911862,0.06383,0.044824,0.166766,0.002941,0.33972,0.656579,UP
0.902526,0.085106,0.071334,0.315382,0.004707,0.386328,0.59386,UP
0.907172,0.425532,0.103429,0.477834,0.006757,0.457535,0.614912,UP
0.429185,0.765957,0.073256,0.468164,0.003467,0.422915,0.414912,DOWN
0.442193,0.404255,0.10499,0.551473,0.003467,0.422915,0.414912,UP
0.031193,0.382979,0.114957,0.515323,0.003467,0.422915,0.414912,UP
0.017831,0.787234,0.083373,0.61202,0.003467,0.422915,0.414912,UP
0.871776,0.595745,0.0269,0.530348,0.001687,0.682548,0.630702,UP
0.477988,0.723404,0.038039,0.457304,0.002653,0.43682,0.175877,UP
0.434361,0.12766,0.046625,0.112615,0.003467,0.422915,0.414912,DOWN
0.898987,0.851064,0.090038,0.673312,0.006005,0.617556,0.508333,DOWN
0.424804,0.744681,0.055242,0.314043,0.003467,0.422915,0.414912,DOWN
0.464758,0.340426,0.028071,0.338143,0.001886,0.257121,0.595614,DOWN
0.009026,0.893617,0.044134,0.649955,0.003467,0.422915,0.414912,DOWN
0.017698,0.93617,0.066591,0.360607,0.003467,0.422915,0.414912,UP
0.429008,0.234043,0.067731,0.328474,0.003467,0.422915,0.414912,UP
0.889253,0.510638,0.027321,0.513686,0.001884,0.515018,0.45,DOWN
0.898677,0.319149,0.090969,0.603838,0.006111,0.62377,0.409211,DOWN
0.43445,0.0,0.045334,0.382475,0.003467,0.422915,0.414912,DOWN
0.443343,0.765957,0.075627,0.651294,0.00505,0.658726,0.464035,UP
0.906907,0.723404,0.028011,0.243082,0.001882,0.230968,0.503509,DOWN
0.889784,0.595745,0.061066,0.655311,0.004325,0.644744,0.250439,DOWN
0.885448,0.425532,0.029152,0.562928,0.001934,0.56784,0.424123,DOWN
0.968895,0.148936,0.027561,0.135971,0.001805,0.286898,0.695175,DOWN
0.014291,0.297872,0.040591,0.495983,0.003467,0.422915,0.414912,DOWN
0.902659,0.93617,0.079651,0.484677,0.00532,0.463231,0.664474,DOWN
0.022787,0.021277,0.102738,0.409997,0.003467,0.422915,0.414912,UP
0.447901,0.404255,0.043803,0.70366,0.003002,0.605645,0.400439,UP
0.881067,0.638298,0.055542,0.498066,0.003876,0.517607,0.249561,UP
0.43852,0.319149,0.056563,0.443469,0.003467,0.422915,0.414912,DOWN
0.898456,0.021277,0.087426,0.515472,0.00571,0.453133,0.576316,UP
0.911597,0.893617,0.041612,0.402559,0.002698,0.369239,0.635965,DOWN
0.018451,0.446809,0.056923,0.497322,0.003467,0.422915,0.414912,DOWN
0.438786,0.170213,0.048337,0.143707,0.003467,0.422915,0.414912,DOWN
0.460245,0.042553,0.044043,0.448081,0.003027,0.447178,0.310965,UP
0.880359,0.425532,0.055662,0.445849,0.003754,0.324702,0.410965,UP
0.8935,0.255319,0.173982,0.479619,0.005253,0.457535,0.728509,UP
0.005,0.957447,0.042572,0.530794,0.003467,0.422915,0.414912,DOWN
0.867263,0.680851,0.036208,0.469652,0.002464,0.464267,0.439035,UP
0.872085,0.382979,0.024919,0.526927,0.001585,0.532626,0.666667,DOWN
0.469714,0.914894,0.032845,0.35183,0.002185,0.215432,0.766667,DOWN
0.90288,0.595745,0.053471,0.261529,0.003432,0.303729,0.776316,UP
0.89412,0.319149,0.076108,0.682237,0.005239,0.744951,0.30307,DOWN
0.017698,0.170213,0.060406,0.156947,0.003467,0.422915,0.414912,DOWN
0.017477,0.510638,0.088657,0.508331,0.003467,0.422915,0.414912,UP
0.005177,0.234043,0.074817,0.229545,0.003467,0.422915,0.414912,UP
0.46874,0.042553,0.027861,0.23371,0.001897,0.33739,0.413596,DOWN
0.425379,0.085106,0.071454,0.181047,0.003467,0.422915,0.414912,DOWN
0.911376,0.531915,0.060856,0.543737,0.003984,0.573796,0.517105,UP
0.456661,0.212766,0.024228,0.274769,0.001597,0.276282,0.87807,DOWN
0.894474,0.276596,0.085895,0.5723,0.005818,0.565769,0.388596,UP
0.88558,0.723404,0.055842,0.606367,0.004005,0.710254,0.139474,DOWN
0.000796,0.723404,0.209109,0.47114,0.003467,0.422915,0.414912,UP
0.009247,0.765957,0.151765,0.922642,0.003467,0.422915,0.414912,UP
0.908013,0.212766,0.084935,0.319845,0.005652,0.412998,0.532456,UP
0.465466,0.659574,0.069773,0.574234,0.004747,0.482134,0.488158,UP
0.424539,0.12766,0.040351,0.030794,0.003467,0.422915,0.414912,DOWN
0.443166,0.148936,0.031464,0.193395,0.002075,0.218281,0.666228,DOWN
0.022034,0.446809,0.057644,0.360756,0.003467,0.422915,0.414912,UP
0.429096,0.914894,0.089408,0.414014,0.003467,0.422915,0.414912,UP
0.429937,0.361702,0.106911,0.635674,0.003467,0.422915,0.414912,UP
0.429229,0.723404,0.0916,0.450164,0.003467,0.422915,0.414912,UP
0.898854,0.297872,0.057314,0.274174,0.003747,0.251942,0.738596,UP
0.890226,0.638298,0.76327,0.423237,0.000839,0.414811,0.414912,UP
0.018318,0.361702,0.0789,0.432907,0.003467,0.422915,0.414912,UP
0.008805,0.893617,0.041582,0.457899,0.003467,0.422915,0.414912,DOWN
0.443033,0.021277,0.051249,0.468462,0.003446,0.36406,0.567105,DOWN
0.903323,0.361702,0.042212,0.481404,0.002887,0.554894,0.273246,DOWN
0.474404,0.361702,0.035937,0.418774,0.002435,0.272139,0.568421,UP
0.876244,0.12766,0.019845,0.153228,0.000831,0.246763,0.815351,DOWN
0.424804,0.446809,0.058394,0.403005,0.003467,0.422915,0.414912,DOWN
0.424937,0.191489,0.066801,0.087325,0.003467,0.422915,0.414912,DOWN
0.031547,0.638298,0.057314,0.411038,0.003467,0.422915,0.414912,DOWN
0.017831,0.851064,0.083373,0.52172,0.003467,0.422915,0.414912,UP
0.876775,0.702128,0.06584,0.768224,0.004445,0.576385,0.357018,UP
0.429406,0.510638,0.077219,0.529158,0.003467,0.422915,0.414912,UP
0.881377,0.595745,0.029182,0.465189,0.002042,0.55593,0.329386,DOWN
0.903102,0.680851,0.054161,0.459387,0.003639,0.468928,0.456579,DOWN
0.03137,0.255319,0.067371,0.34945,0.003467,0.422915,0.414912,UP
0.031857,0.702128,0.056923,0.256323,0.003467,0.422915,0.414912,UP
0.027123,0.446809,0.07923,0.496281,0.003467,0.422915,0.414912,UP
0.8935,0.276596,0.335385,0.591193,0.016527,0.520456,0.654825,UP
0.903456,0.425532,0.071484,0.465933,0.004103,0.283532,0.789035,UP
0.013495,0.361702,0.057464,0.623178,0.003467,0.422915,0.414912,DOWN
0.443299,0.680851,0.067882,0.547159,0.004607,0.552305,0.504825,UP
0.897969,0.06383,0.081812,0.356144,0.004886,0.454169,0.750439,UP
0.871466,0.765957,0.02681,0.637459,0.001683,0.451838,0.928509,DOWN
0.018052,0.893617,0.069653,0.332937,0.003467,0.422915,0.414912,UP
0.03137,0.170213,0.068212,0.135674,0.003467,0.422915,0.414912,UP
0.438034,0.808511,0.10463,0.515025,0.003467,0.422915,0.414912,UP
0.898279,0.297872,0.030263,0.251562,0.001973,0.189798,0.745614,DOWN
0.880581,0.468085,0.120271,0.533026,0.008089,0.559296,0.465789,UP
0.473298,0.255319,0.02576,0.39393,0.001697,0.461419,0.411842,DOWN
0.867218,0.361702,0.042722,0.495388,0.002889,0.403936,0.457456,UP
0.00031,0.106383,0.046956,0.236686,0.003467,0.422915,0.414912,DOWN
0.452237,0.87234,0.034256,0.670485,0.002314,0.519938,0.701316,DOWN
0.03199,0.702128,0.063408,0.307795,0.003467,0.422915,0.414912,UP
0.469537,0.744681,0.037348,0.457007,0.002505,0.37623,0.520614,DOWN
0.434583,0.0,0.045785,0.272835,0.003467,0.422915,0.414912,UP
0.43852,0.808511,0.051759,0.449122,0.003467,0.422915,0.414912,DOWN
0.889961,0.382979,0.029122,0.486462,0.001884,0.282755,0.690351,DOWN
0.473475,0.042553,0.025129,0.179262,0.001697,0.311497,0.485088,DOWN
0.880359,0.531915,0.047346,0.401666,0.003187,0.310202,0.400439,UP
0.005088,0.021277,0.086075,0.477388,0.003467,0.422915,0.414912,UP
0.8935,0.787234,0.172031,0.899137,0.011454,0.720611,0.490351,UP
0.005265,0.829787,0.083794,0.695924,0.003467,0.422915,0.414912,DOWN
0.434494,0.340426,0.055842,0.523951,0.003467,0.422915,0.414912,UP
0.026724,0.595745,0.051459,0.43127,0.003467,0.422915,0.414912,DOWN
0.004646,1.0,0.099135,0.555043,0.003467,0.422915,0.414912,DOWN
0.425114,0.361702,0.069563,0.500298,0.003467,0.422915,0.414912,DOWN
0.46551,0.106383,0.02621,0.147426,0.001768,0.232522,0.594737,DOWN
0.890315,0.0,0.032275,0.440048,0.002052,0.372864,0.603509,DOWN
0.442414,0.744681,0.124745,0.597441,0.011284,0.652771,0.500526,UP
0.429406,0.255319,0.077219,0.433353,0.003467,0.422915,0.414912,UP
0.897969,0.829787,0.096944,0.697411,0.006265,0.516572,0.70614,UP
0.876023,0.808511,0.028792,0.435138,0.001886,0.401605,0.679825,UP
0.894474,0.553191,0.067101,0.578846,0.00456,0.680476,0.385965,UP
0.018495,0.106383,0.045034,0.230735,0.003467,0.422915,0.414912,DOWN
0.885182,0.702128,0.034917,0.553555,0.002383,0.510875,0.361404,DOWN
0.009601,0.489362,0.041642,0.550283,0.003467,0.422915,0.414912,DOWN
0.911951,0.787234,0.044104,0.486462,0.002943,0.425945,0.483772,DOWN
0.031724,0.744681,0.055242,0.382029,0.003467,0.422915,0.414912,DOWN
0.000398,0.702128,0.121713,0.557126,0.003467,0.422915,0.414912,UP
0.876289,0.170213,0.023388,0.186552,0.000868,0.301398,0.857018,DOWN
0.893943,0.446809,0.075718,0.621244,0.004798,0.519161,0.832456,DOWN
0.880581,0.851064,0.033475,0.434097,0.002229,0.439151,0.482018,DOWN
0.022256,0.12766,0.046445,0.157542,0.003467,0.422915,0.414912,DOWN
0.451927,0.446809,0.047136,0.694287,0.003095,0.619886,0.577193,DOWN
0.438653,0.106383,0.045485,0.140583,0.003467,0.422915,0.414912,DOWN
0.872528,0.914894,0.030413,0.452246,0.000833,0.283014,0.791228,DOWN
0.464448,0.765957,0.031134,0.403451,0.002113,0.309425,0.523246,DOWN
0.438609,0.021277,0.051759,0.255281,0.003467,0.422915,0.414912,DOWN
0.018716,0.914894,0.046445,0.371764,0.003467,0.422915,0.414912,DOWN
0.009424,0.489362,0.041642,0.471437,0.003467,0.422915,0.414912,DOWN
0.465289,0.425532,0.073466,0.52053,0.00505,0.49275,0.289035,UP
0.880581,0.12766,0.032034,0.191758,0.002029,0.288193,0.784211,DOWN
0.017743,0.106383,0.045244,0.149063,0.003467,0.422915,0.414912,DOWN
0.880315,0.425532,0.040531,0.559655,0.002831,0.508286,0.22193,DOWN
0.008584,0.319149,0.074817,0.565308,0.003467,0.422915,0.414912,UP
0.876112,0.042553,0.023508,0.139691,0.001167,0.306577,0.76886,DOWN
0.001018,0.574468,0.043983,0.482446,0.003467,0.422915,0.414912,DOWN
0.894606,0.425532,0.097694,0.611871,0.006043,0.374676,0.701754,UP
0.013539,0.191489,0.051699,0.211395,0.003467,0.422915,0.414912,DOWN
0.473563,0.638298,0.027291,0.273133,0.00183,0.167012,0.62807,UP
0.868147,0.276596,0.028522,0.46266,0.001897,0.528483,0.484649,DOWN
0.880713,0.255319,0.028822,0.087623,0.000841,0.106163,0.853509,DOWN
